PODATE,POTYPE,WP,CUSTNAME,PONO,ITEMNO,MATNO,MATNAME,POQTY,DELIVERYDATE,DEVERYQTY,Delivery Status
2022.04.27,OR10,DB10,?膘毎?侅偓,1881519,830,1000886,ILBAN B 72 INCH ??40,2022.04.27,40,?╉拡?勲,
2022.04.27,OR10,DB20,?滌澕?办梾??1881531,140,1000886,ILBAN B 72 INCH ??10,2022.04.27,10,?╉拡?勲,,
2022.04.27,OR10,DB40,???欖澕,1881608,90,1000886,ILBAN B 72 INCH ??20,2022.04.27,20,?╉拡?勲,
2022.04.27,OR10,DB10,(欤??欖枒 E N G,1881616,40,1000886,ILBAN B 72 INCH ??20,2022.04.27,20,?╉拡?勲,
2022.04.27,OR10,DB10,氚橂弰?侅偓,1881672,10,1000886,ILBAN B 72 INCH ??20,2022.04.27,20,?╉拡?勲,
2022.04.27,OR10,DB20,?滌嫚?レ晫?ろ厡??1881675,70,1000886,ILBAN B 72 INCH ??20,2022.04.27,20,?╉拡?勲,,
2022.04.27,OR10,DB10,?膘毎?侅偓,1881751,50,1000886,ILBAN B 72 INCH ??10,2022.04.27,10,?╉拡?勲,
2022.04.28,OR10,DB20,(欤? ?犿潵?措Μ?岉伂,1881929,150,1000886,ILBAN B 72 INCH ??6,2022.04.28,6,?╉拡?勲,
2022.04.28,OR10,DB10,?欖澕?缄磻?办梾,1881989,60,1000886,ILBAN B 72 INCH ??40,2022.04.28,40,?╉拡?勲,
2022.04.28,OR10,DB40,?欖澕?奠儊,1882053,100,1000886,ILBAN B 72 INCH ??10,2022.04.28,10,?╉拡?勲,
2022.04.29,OR10,DB10,欤检嫕?岇偓 ?欖枒?岇暏牍?1882373,70,1000886,ILBAN B 72 INCH ??11,2022.04.29,11,?╉拡?勲,,
2022.05.02,OR10,DB20,(欤? ?犿潵?措Μ?岉伂,1882698,70,1000886,ILBAN B 72 INCH ??20,2022.05.02,20,?╉拡?勲,
2022.05.02,OR10,DB20,?欖澕 旖旊Μ??1882993,10,1000886,ILBAN B 72 INCH ??20,2022.05.02,20,?╉拡?勲,,
2022.05.02,OR10,DB10,欤检嫕?岇偓 歆勳劚?旍??堨柎毵?1883016,40,1000886,ILBAN B 72 INCH ??10,2022.05.02,10,?╉拡?勲,,
2022.05.03,OR10,DB10,?膘毎?侅偓,1883193,70,1000886,ILBAN B 72 INCH ??20,2022.05.03,20,?╉拡?勲,
2022.05.03,OR10,DB40,?欖澕氩姼??1883316,170,1000886,ILBAN B 72 INCH ??60,2022.05.03,60,?╉拡?勲,,
2022.05.03,OR10,DB20,?欖澕?办梾,1883318,30,1000886,ILBAN B 72 INCH ??20,2022.05.03,20,?╉拡?勲,
2022.05.03,OR10,DB20,?欖澕?轨垬瓿犽氩姼,1883396,10,1000886,ILBAN B 72 INCH ??20,2022.05.03,20,?╉拡?勲,
2022.05.03,OR10,DB20,(欤?臁办澕?侁车,1883407,60,1000886,ILBAN B 72 INCH ??40,2022.05.03,40,?╉拡?勲,
2022.05.03,OR10,DB20,?リ淡膦呿暕?侁车??1883507,70,1000886,ILBAN B 72 INCH ??20,2022.05.03,20,?╉拡?勲,,
2022.05.04,OR10,DB20,?滌榿?办梾??1883645,20,1000886,ILBAN B 72 INCH ??20,2022.05.04,20,?╉拡?勲,,
2022.05.04,OR10,DB10,?膘毎?侅偓,1883652,220,1000886,ILBAN B 72 INCH ??20,2022.05.04,20,?╉拡?勲,
2022.05.04,OR10,DB20,?滌劚?侁车(欤?,1883672,100,1000886,ILBAN B 72 INCH ??4,2022.05.04,4,?╉拡?勲,
2022.05.04,OR10,DB20,?レ??1883843,10,1000886,ILBAN B 72 INCH ??10,2022.05.04,10,?╉拡?勲,,
2022.05.05,OR10,DB40,?欖澕?奠儊,1883954,20,1000886,ILBAN B 72 INCH ??60,2022.05.05,60,?╉拡?勲,
2022.05.06,OR10,DB20,?滌嫚?レ晫?ろ厡??1884068,50,1000886,ILBAN B 72 INCH ??10,2022.05.06,10,?╉拡?勲,,
2022.05.06,OR10,DB20,欤检嫕?岇偓 ?欖澕?鸽崝?ろ姼毽?1884178,20,1000886,ILBAN B 72 INCH ??10,2022.05.06,10,?╉拡?勲,,
2022.05.06,OR10,DB10,?膘毎?侅偓,1884253,90,1000886,ILBAN B 72 INCH ??10,2022.05.06,10,?╉拡?勲,
2022.05.06,OR10,DB40,?欖澕氩姼??1884315,100,1000886,ILBAN B 72 INCH ??60,2022.05.06,60,?╉拡?勲,,
2022.05.09,OR10,DB20,?胳檿?办梾,1884382,50,1000886,ILBAN B 72 INCH ??40,2022.05.09,40,?╉拡?勲,
2022.05.09,OR10,DB40,???欖澕,1884383,40,1000886,ILBAN B 72 INCH ??20,2022.05.09,20,?╉拡?勲,
2022.05.09,OR10,DB20,?滍暅?燫&B,1884389,20,1000886,ILBAN B 72 INCH ??10,2022.05.09,10,?╉拡?勲,
2022.05.09,OR10,DB40,(欤??�??1884449,60,1000886,ILBAN B 72 INCH ??22,2022.05.09,22,?╉拡?勲,,
2022.05.09,OR10,DB10,(欤?瓯挫枒?办梾,1884598,10,1000886,ILBAN B 72 INCH ??2,2022.05.09,2,?╉拡?勲,
2022.05.09,OR10,DB20,(欤??柬潵?曤??旐暀,1884631,10,1000886,ILBAN B 72 INCH ??3,2022.05.09,3,?╉拡?勲,
2022.05.09,OR10,DB20,(欤??柬潵?曤??旐暀,1884680,40,1000886,ILBAN B 72 INCH ??10,2022.05.09,10,?╉拡?勲,
2022.05.09,OR10,DB20,歆勴潵?侅偓,1884711,20,1000886,ILBAN B 72 INCH ??20,2022.05.09,20,?╉拡?勲,
2022.05.09,OR10,DB10,欤检嫕?岇偓 歆勳劚?旍??堨柎毵?1884716,40,1000886,ILBAN B 72 INCH ??10,2022.05.09,10,?╉拡?勲,,
2022.05.09,OR10,DB40,?欖澕?奠儊,1884795,70,1000886,ILBAN B 72 INCH ??5,2022.05.09,5,?╉拡?勲,
2022.05.09,OR10,DB10,?欖澕?缄磻?办梾,1884851,240,1000886,ILBAN B 72 INCH ??20,2022.05.09,20,?╉拡?勲,
2022.05.10,OR10,DB10,?欖澕?侁车??1885114,140,1000886,ILBAN B 72 INCH ??10,2022.05.10,10,?╉拡?勲,,
2022.05.11,OR10,DB40,?侂偍旮瓣硠?侅偓,1885310,80,1000886,ILBAN B 72 INCH ??10,2022.05.11,10,?╉拡?勲,
2022.05.11,OR10,DB20,?滍暅?燫&B,1885535,20,1000886,ILBAN B 72 INCH ??10,2022.05.11,10,?╉拡?勲,
2022.05.11,OR10,DB20,?滌嫚?レ晫?ろ厡??1885594,70,1000886,ILBAN B 72 INCH ??20,2022.05.11,20,?╉拡?勲,,
2022.05.11,OR10,DB20,?リ淡膦呿暕?侁车??1885682,10,1000886,ILBAN B 72 INCH ??20,2022.05.11,20,?╉拡?勲,,
2022.05.11,OR10,DB40,?欖澕氩姼??1885687,20,1000886,ILBAN B 72 INCH ??12,2022.05.11,12,?╉拡?勲,,
2022.05.12,OR10,DB40,?欖澕氩姼??1885774,10,1000886,ILBAN B 72 INCH ??6,2022.05.12,6,?╉拡?勲,,
2022.05.12,OR10,DB40,???欖澕,1885878,60,1000886,ILBAN B 72 INCH ??12,2022.05.12,12,?╉拡?勲,
2022.05.12,OR10,DB40,?欖澕氩姼??1885967,70,1000886,ILBAN B 72 INCH ??40,2022.05.12,40,?╉拡?勲,,
2022.05.12,OR10,DB20,?滌劚?侁车(欤?,1885981,20,1000886,ILBAN B 72 INCH ??2,2022.05.12,2,?╉拡?勲,
2022.05.12,OR10,DB20,?滌劚?侁车(欤?,1885996,70,1000886,ILBAN B 72 INCH ??2,2022.05.12,2,?╉拡?勲,
2022.05.13,OR10,DB10,?膘毎?侅偓,1886325,90,1000886,ILBAN B 72 INCH ??20,2022.05.13,20,?╉拡?勲,
2022.05.13,OR10,DB10,?欖澕?缄磻?办梾,1886487,30,1000886,ILBAN B 72 INCH ??10,2022.05.13,10,?╉拡?勲,
2022.05.13,OR10,DB10,欤检嫕?岇偓 ?欖澕氩姼,1886495,20,1000886,ILBAN B 72 INCH ??4,2022.05.13,4,?╉拡?勲,
2022.05.13,OR10,DB20,?リ淡膦呿暕?侁车??1886513,10,1000886,ILBAN B 72 INCH ??36,2022.05.13,36,?╉拡?勲,,
2022.05.13,OR10,DB10,?膘毎?侅偓,1886573,80,1000886,ILBAN B 72 INCH ??10,2022.05.13,10,?╉拡?勲,
2022.05.13,OR10,DB20,(欤? ?犿潵?措Μ?岉伂,1886616,110,1000886,ILBAN B 72 INCH ??4,2022.05.13,4,?╉拡?勲,
2022.05.14,OR10,DB20,?欖澕氩姼?办梾 欤检嫕?岇偓,1886715,40,1000886,ILBAN B 72 INCH ??40,2022.05.14,40,?╉拡?勲,
2022.05.16,OR10,DB10,?欖澕氩姼(?胳偘),1886759,10,1000886,ILBAN B 72 INCH ??10,2022.05.16,10,?╉拡?勲,
2022.05.16,OR10,DB10,?欖澕氩姼(?勳＜),1887102,50,1000886,ILBAN B 72 INCH ??10,2022.05.16,10,?╉拡?勲,
2022.05.16,OR10,DB20,欤检嫕?岇偓 ?欖澕?鸽崝?ろ姼毽?1887147,30,1000886,ILBAN B 72 INCH ??30,2022.05.16,30,?╉拡?勲,,
2022.05.17,OR10,DB40,?欖澕氩姼??1887271,150,1000886,ILBAN B 72 INCH ??10,2022.05.17,10,?╉拡?勲,,
2022.05.17,OR10,DB20,欤检嫕?岇偓 ?欖澕?鸽崝?ろ姼毽?1887374,120,1000886,ILBAN B 72 INCH ??2,2022.05.17,2,?╉拡?勲,,
2022.05.17,OR10,DB40,?欖澕氩姼??1887453,80,1000886,ILBAN B 72 INCH ??60,2022.05.17,60,?╉拡?勲,,
2022.05.17,OR10,DB10,?欖澕?缄磻?办梾,1887684,30,1000886,ILBAN B 72 INCH ??60,2022.05.17,60,?╉拡?勲,
2022.05.18,OR10,DB20,?レ??1887810,100,1000886,ILBAN B 72 INCH ??7,2022.05.18,7,?╉拡?勲,,
2022.05.18,OR10,DB10,?膘毎?侅偓,1887834,70,1000886,ILBAN B 72 INCH ??20,2022.05.18,20,?╉拡?勲,
2022.05.18,OR10,DB40,?堧彊膦呿暕氩姼,1887846,30,1000886,ILBAN B 72 INCH ??10,2022.05.18,10,?╉拡?勲,
2022.05.18,OR10,DB20,?欖澕?轨垬瓿犽氩姼,1887847,70,1000886,ILBAN B 72 INCH ??20,2022.05.18,20,?╉拡?勲,
2022.05.18,OR10,DB40,?欖澕?奠儊,1888002,120,1000886,ILBAN B 72 INCH ??40,2022.05.18,40,?╉拡?勲,
2022.05.18,OR10,DB10,欤检嫕?岇偓 ?欖澕氩姼,1888017,100,1000886,ILBAN B 72 INCH ??10,2022.05.18,10,?╉拡?勲,
2022.05.18,OR10,DB20,?胳檿?办梾,1888100,80,1000886,ILBAN B 72 INCH ??3,2022.05.18,3,?╉拡?勲,
2022.05.19,OR10,DB20,?滉父?办梾,1888300,90,1000886,ILBAN B 72 INCH ??20,2022.05.19,20,?╉拡?勲,
2022.05.19,OR10,DB20,?旍劚氍检偘,1888329,30,1000886,ILBAN B 72 INCH ??20,2022.05.19,20,?╉拡?勲,
2022.05.19,OR10,DB20,欤检嫕?岇偓 ?欖澕?鸽崝?ろ姼毽?1888375,80,1000886,ILBAN B 72 INCH ??10,2022.05.19,10,?╉拡?勲,,
2022.05.20,OR10,DB20,(欤? ?犿潵?措Μ?岉伂,1888576,220,1000886,ILBAN B 72 INCH ??2,2022.05.20,2,?╉拡?勲,
2022.05.20,OR10,DB20,(欤? ?犿潵?措Μ?岉伂,1888696,30,1000886,ILBAN B 72 INCH ??10,2022.05.20,10,?╉拡?勲,
2022.05.20,OR10,DB20,?滌嫚?レ晫?ろ厡??1888759,90,1000886,ILBAN B 72 INCH ??20,2022.05.20,20,?╉拡?勲,,
2022.05.20,OR10,DB10,?欖澕氩姼(甏戩＜),1888772,20,1000886,ILBAN B 72 INCH ??60,2022.05.20,60,?╉拡?勲,
2022.05.20,OR10,DB10,欤检嫕?岇偓 ?欖澕氩姼,1888786,10,1000886,ILBAN B 72 INCH ??10,2022.05.20,10,?╉拡?勲,
2022.05.23,OR10,DB10,?膘毎?侅偓,1889212,120,1000886,ILBAN B 72 INCH ??10,2022.05.23,10,?╉拡?勲,
2022.05.23,OR10,DB20,欤检嫕?岇偓 ?欖澕?鸽崝?ろ姼毽?1889213,80,1000886,ILBAN B 72 INCH ??10,2022.05.23,10,?╉拡?勲,,
2022.05.23,OR10,DB10,?膘毎?侅偓,1889303,20,1000886,ILBAN B 72 INCH ??20,2022.05.23,20,?╉拡?勲,
2022.05.23,OR10,DB40,?欖澕?奠儊,1889325,130,1000886,ILBAN B 72 INCH ??4,2022.05.23,4,?╉拡?勲,
2022.05.23,OR10,DB20,欤检嫕?岇偓 ?欖澕?鸽崝?ろ姼毽?1889335,60,1000886,ILBAN B 72 INCH ??100,2022.05.23,100,?╉拡?勲,,
2022.05.23,OR10,DB10,欤检嫕?岇偓 ?欖澕氩姼,1889337,70,1000886,ILBAN B 72 INCH ??10,2022.05.23,10,?╉拡?勲,
2022.05.23,OR10,DB20,欤检嫕?岇偓 ?欖澕?鸽崝?ろ姼毽?1889342,60,1000886,ILBAN B 72 INCH ??40,2022.05.23,40,?╉拡?勲,,
2022.05.23,OR10,DB20,?滍暅?燫&B,1889356,260,1000886,ILBAN B 72 INCH ??80,2022.05.23,80,?╉拡?勲,
2022.05.24,OR10,DB20,?胳檿?办梾,1889430,50,1000886,ILBAN B 72 INCH ??20,2022.05.24,20,?╉拡?勲,
2022.05.24,OR10,DB20,(欤??柬潵?曤??旐暀,1889463,10,1000886,ILBAN B 72 INCH ??6,2022.05.24,6,?╉拡?勲,
2022.05.24,OR10,DB10,?欖澕?缄磻?办梾,1889485,10,1000886,ILBAN B 72 INCH ??20,2022.05.24,20,?╉拡?勲,
2022.05.24,OR10,DB20,?滌嫚?レ晫?ろ厡??1889497,60,1000886,ILBAN B 72 INCH ??10,2022.05.24,10,?╉拡?勲,,
2022.05.24,OR10,DB20,?滉父?办梾,1889591,130,1000886,ILBAN B 72 INCH ??20,2022.05.24,20,?╉拡?勲,
2022.05.24,OR10,DB40,?欖澕?奠儊,1889600,70,1000886,ILBAN B 72 INCH ??20,2022.05.24,20,?╉拡?勲,
2022.05.25,OR10,DB10,?欖澕?侁车??1889989,50,1000886,ILBAN B 72 INCH ??10,2022.05.25,10,?╉拡?勲,,
2022.05.26,OR10,DB10,?膘毎?侅偓,1890328,110,1000886,ILBAN B 72 INCH ??20,2022.05.26,20,?╉拡?勲,
2022.05.26,OR10,DB10,?膘毎?侅偓,1890437,30,1000886,ILBAN B 72 INCH ??10,2022.05.26,10,?╉拡?勲,
2022.05.27,OR10,DB20,?滍暅?燫&B,1890851,20,1000886,ILBAN B 72 INCH ??10,2022.05.27,10,?╉拡?勲,
2022.05.27,OR10,DB10,?膘毎?侅偓,1890922,110,1000886,ILBAN B 72 INCH ??10,2022.05.27,10,?╉拡?勲,
2022.05.30,OR10,DB40,?欖澕氩姼??1891325,90,1000886,ILBAN B 72 INCH ??10,2022.05.30,10,?╉拡?勲,,
2022.05.30,OR10,DB10,?膘毎?侅偓,1891349,70,1000886,ILBAN B 72 INCH ??100,2022.05.30,100,?╉拡?勲,
2022.05.30,OR10,DB20,(欤??柬潵?曤??旐暀,1891483,30,1000886,ILBAN B 72 INCH ??4,2022.05.30,4,?╉拡?勲,
2022.05.31,OR10,DB20,?�?滊波??1891557,160,1000886,ILBAN B 72 INCH ??20,2022.05.31,20,?╉拡?勲,,
2022.05.31,OR10,DB20,?欖澕?办梾(?滌矞),1891683,10,1000886,ILBAN B 72 INCH ??20,2022.05.31,20,?╉拡?勲,
2022.05.31,OR10,DB20,?滌嫚?レ晫?ろ厡??1891688,10,1000886,ILBAN B 72 INCH ??20,2022.05.31,20,?╉拡?勲,,
2022.06.01,OR10,DB40,?欖澕?奠儊,1891943,380,1000886,ILBAN B 72 INCH ??40,2022.06.01,40,?╉拡?勲,
2022.06.02,OR10,DB10,?膘毎?侅偓,1891984,260,1000886,ILBAN B 72 INCH ??3,2022.06.02,3,?╉拡?勲,
2022.06.02,OR10,DB20,?胳檿?办梾,1892032,90,1000886,ILBAN B 72 INCH ??40,2022.06.02,40,?╉拡?勲,
2022.06.02,OR10,DB20,?欖澕?轨垬瓿犽氩姼,1892089,180,1000886,ILBAN B 72 INCH ??20,2022.06.02,20,?╉拡?勲,
2022.06.02,OR10,DB20,?滉父?办梾,1892147,70,1000886,ILBAN B 72 INCH ??5,2022.06.02,5,?╉拡?勲,
2022.06.02,OR10,DB10,?膘毎?侅偓,1892176,10,1000886,ILBAN B 72 INCH ??20,2022.06.02,20,?╉拡?勲,
2022.06.02,OR10,DB10,?欖澕氩姼?侅偓,1892209,50,1000886,ILBAN B 72 INCH ??300,2022.06.02,300,?╉拡?勲,
2022.06.02,OR10,DB10,?欖澕氩姼?侅偓,1892214,40,1000886,ILBAN B 72 INCH ??162,2022.06.02,162,?╉拡?勲,
2022.06.02,OR10,DB40,?欖澕氩姼??1892217,190,1000886,ILBAN B 72 INCH ??60,2022.06.02,60,?╉拡?勲,,
2022.06.02,OR10,DB10,?膘毎?侅偓,1892219,90,1000886,ILBAN B 72 INCH ??5,2022.06.02,5,?╉拡?勲,
2022.06.02,OR10,DB40,?欖澕膦呿暕?岉伂,1892276,90,1000886,ILBAN B 72 INCH ??10,2022.06.02,10,?╉拡?勲,
2022.06.02,OR10,DB20,欤检嫕?岇偓 ?欖澕?鸽崝?ろ姼毽?1892356,90,1000886,ILBAN B 72 INCH ??20,2022.06.02,20,?╉拡?勲,,
2022.06.02,OR10,DB20,?欖澕氩姼?办梾 欤检嫕?岇偓,1892425,40,1000886,ILBAN B 72 INCH ??40,2022.06.02,40,?╉拡?勲,
2022.06.02,OR10,DB10,?欖澕?缄磻?办梾,1892483,100,1000886,ILBAN B 72 INCH ??20,2022.06.02,20,?╉拡?勲,
2022.06.02,OR10,DB20,?滌榿?办梾??1892547,60,1000886,ILBAN B 72 INCH ??20,2022.06.02,20,?╉拡?勲,,
2022.06.03,OR10,DB10,?膘毎?侅偓,1892695,210,1000886,ILBAN B 72 INCH ??20,2022.06.03,20,?╉拡?勲,
2022.06.03,OR10,DB40,?欖澕?奠儊,1892737,80,1000886,ILBAN B 72 INCH ??10,2022.06.03,10,?╉拡?勲,
2022.06.03,OR10,DB40,?欖澕?奠儊,1892738,20,1000886,ILBAN B 72 INCH ??40,2022.06.03,40,?╉拡?勲,
2022.06.03,OR10,DB10,欤检嫕?岇偓 ?欖澕氩姼,1892843,20,1000886,ILBAN B 72 INCH ??60,2022.06.03,60,?╉拡?勲,
2022.06.03,OR10,DB40,?欖澕?奠儊,1892862,10,1000886,ILBAN B 72 INCH ??19,2022.06.03,19,?╉拡?勲,
2022.06.04,OR10,DB40,?欖澕?奠儊,1893021,10,1000886,ILBAN B 72 INCH ??29,2022.06.04,29,?╉拡?勲,
2022.06.04,OR10,DB20,?欖澕?办梾,1893030,100,1000886,ILBAN B 72 INCH ??20,2022.06.04,20,?╉拡?勲,
2022.06.07,OR10,DB20,?滉父?办梾,1893351,110,1000886,ILBAN B 72 INCH ??40,2022.06.07,40,?╉拡?勲,
2022.06.07,OR10,DB20,(欤? ?犿潵?措Μ?岉伂,1893414,60,1000886,ILBAN B 72 INCH ??20,2022.06.07,20,?╉拡?勲,
2022.06.07,OR10,DB40,???欖澕,1893421,30,1000886,ILBAN B 72 INCH ??10,2022.06.07,10,?╉拡?勲,
2022.06.08,OR10,DB20,?リ淡膦呿暕?侁车??1893641,10,1000886,ILBAN B 72 INCH ??20,2022.06.08,20,?╉拡?勲,,
2022.06.08,OR10,DB10,?欖澕膦呿暕?侅偓(甑办偘),1893676,10,1000886,ILBAN B 72 INCH ??20,2022.06.08,20,?╉拡?勲,
2022.06.08,OR10,DB10,?欖澕?缄磻?办梾,1893920,40,1000886,ILBAN B 72 INCH ??60,2022.06.08,60,?╉拡?勲,
2022.06.09,OR10,DB40,???欖澕,1894230,20,1000886,ILBAN B 72 INCH ??40,2022.06.09,40,?╉拡?勲,
2022.06.09,OR10,DB20,?滌嫚?レ晫?ろ厡??1894371,10,1000886,ILBAN B 72 INCH ??40,2022.06.09,40,?╉拡?勲,,
2022.06.13,OR10,DB40,?欖澕氩姼??1895099,10,1000886,ILBAN B 72 INCH ??200,2022.06.13,200,?╉拡?勲,,
2022.06.13,OR10,DB20,欤检嫕?岇偓 ?欖澕?鸽崝?ろ姼毽?1895346,40,1000886,ILBAN B 72 INCH ??40,2022.06.13,40,?╉拡?勲,,
2022.06.14,OR10,DB20,瓯办劚?办梾,1895560,40,1000886,ILBAN B 72 INCH ??40,2022.06.14,40,?╉拡?勲,
2022.06.14,OR10,DB20,?欖澕?办梾,1895687,30,1000886,ILBAN B 72 INCH ??40,2022.06.14,40,?╉拡?勲,
2022.06.14,OR10,DB40,?欖澕?奠儊,1895736,10,1000886,ILBAN B 72 INCH ??100,2022.06.14,100,?╉拡?勲,
2022.06.15,OR10,DB10,?膘毎?侅偓,1895986,90,1000886,ILBAN B 72 INCH ??20,2022.06.15,20,?╉拡?勲,
2022.06.15,OR10,DB20,氩旍毎?奠儊,1896137,10,1000886,ILBAN B 72 INCH ??20,2022.06.15,20,?╉拡?勲,
2022.06.15,OR10,DB10,?欖澕?缄磻?办梾,1896237,110,1000886,ILBAN B 72 INCH ??40,2022.06.15,40,?╉拡?勲,
2022.06.15,OR10,DB10,?欖澕?缄磻?办梾,1896242,180,1000886,ILBAN B 72 INCH ??40,2022.06.15,40,?╉拡?勲,
2022.06.16,OR10,DB20,旖旊Μ?勲波??欤检嫕?岇偓,1896314,10,1000886,ILBAN B 72 INCH ??40,2022.06.16,40,?╉拡?勲,
2022.06.16,OR10,DB10,?膘毎?侅偓,1896589,60,1000886,ILBAN B 72 INCH ??5,2022.06.16,5,?╉拡?勲,
2022.06.16,OR10,DB20,欤检嫕?岇偓 ?欖澕?鸽崝?ろ姼毽?1896644,40,1000886,ILBAN B 72 INCH ??10,2022.06.16,10,?╉拡?勲,,
2022.06.16,OR10,DB20,(欤??柬潵?曤??旐暀,1896691,10,1000886,ILBAN B 72 INCH ??20,2022.06.16,20,?╉拡?勲,
2022.06.16,OR10,DB20,?欖澕?轨垬瓿犽氩姼,1896692,50,1000886,ILBAN B 72 INCH ??40,2022.06.16,40,?╉拡?勲,
2022.06.17,OR10,DB10,?膘毎?侅偓,1896800,60,1000886,ILBAN B 72 INCH ??20,2022.06.17,20,?╉拡?勲,
2022.06.17,OR10,DB20,?胳檿?办梾,1896981,20,1000886,ILBAN B 72 INCH ??60,2022.06.17,60,?╉拡?勲,
2022.06.17,OR10,DB10,欤检嫕?岇偓 歆勳劚?旍??堨柎毵?1896994,30,1000886,ILBAN B 72 INCH ??10,2022.06.17,10,?╉拡?勲,,
2022.06.20,OR10,DB10,?膘毎?侅偓,1897290,90,1000886,ILBAN B 72 INCH ??20,2022.06.20,20,?╉拡?勲,
2022.06.21,OR10,DB40,???欖澕,1897749,20,1000886,ILBAN B 72 INCH ??40,2022.06.21,40,?╉拡?勲,
2022.06.21,OR10,DB10,?欖澕氩姼(?胳偘),1897880,30,1000886,ILBAN B 72 INCH ??20,2022.06.21,20,?╉拡?勲,
2022.06.21,OR10,DB20,?リ淡膦呿暕?侁车??1897968,130,1000886,ILBAN B 72 INCH ??20,2022.06.21,20,?╉拡?勲,,
2022.06.22,OR10,DB20,觳滌晥?欖澕氩姼,1898210,10,1000886,ILBAN B 72 INCH ??20,2022.06.22,20,?╉拡?勲,
2022.06.22,OR10,DB20,?滉父?办梾,1898340,160,1000886,ILBAN B 72 INCH ??4,2022.06.22,4,?╉拡?勲,
2022.06.22,OR10,DB10,?膘毎?侅偓,1898359,40,1000886,ILBAN B 72 INCH ??10,2022.06.22,10,?╉拡?勲,
2022.06.23,OR10,DB20,?リ淡膦呿暕?侁车??1898756,50,1000886,ILBAN B 72 INCH ??5,2022.06.23,5,?╉拡?勲,,
2022.06.23,OR10,DB20,旖旊Μ?勲波??欤检嫕?岇偓,1898761,20,1000886,ILBAN B 72 INCH ??3,2022.06.23,3,?╉拡?勲,
2022.06.23,OR10,DB20,?旍劚氍检偘,1898783,20,1000886,ILBAN B 72 INCH ??20,2022.06.23,20,?╉拡?勲,
2022.06.24,OR10,DB40,?欖澕?奠儊,1898934,60,1000886,ILBAN B 72 INCH ??5,2022.06.24,5,?╉拡?勲,
2022.06.24,OR10,DB20,?滉父?办梾,1899010,10,1000886,ILBAN B 72 INCH ??40,2022.06.24,40,?╉拡?勲,
2022.06.24,OR10,DB20,?滉父?办梾,1899024,10,1000886,ILBAN B 72 INCH ??20,2022.06.24,20,?╉拡?勲,
2022.06.24,OR10,DB10,?膘毎?侅偓,1899069,590,1000886,ILBAN B 72 INCH ??20,2022.06.24,20,?╉拡?勲,
2022.06.24,OR10,DB20,?欖澕?办梾,1899119,90,1000886,ILBAN B 72 INCH ??40,2022.06.24,40,?╉拡?勲,
2022.06.24,OR10,DB20,(欤? ?犿潵?措Μ?岉伂,1899158,30,1000886,ILBAN B 72 INCH ??6,2022.06.24,6,?╉拡?勲,
2022.06.25,OR10,DB20,旖旊Μ?勲波??欤检嫕?岇偓,1899246,60,1000886,ILBAN B 72 INCH ??5,2022.06.25,5,?╉拡?勲,
2022.06.25,OR10,DB20,?滌劚?侁车(欤?,1899256,50,1000886,ILBAN B 72 INCH ??2,2022.06.25,2,?╉拡?勲,
2022.06.27,OR10,DB20,?滌澕?办梾??1899423,20,1000886,ILBAN B 72 INCH ??40,2022.06.27,40,?╉拡?勲,,
2022.06.27,OR10,DB40,???欖澕,1899426,70,1000886,ILBAN B 72 INCH ??10,2022.06.27,10,?╉拡?勲,
2022.06.27,OR10,DB10,?犾澕?侅偓,1899443,10,1000886,ILBAN B 72 INCH ??20,2022.06.27,20,?╉拡?勲,
2022.06.27,OR10,DB40,???欖澕,1899513,90,1000886,ILBAN B 72 INCH ??34,2022.06.27,34,?╉拡?勲,
2022.06.28,OR10,DB10,?欖澕膦呿暕氍检偘,1899791,50,1000886,ILBAN B 72 INCH ??20,2022.06.28,20,?╉拡?勲,
2022.06.28,OR10,DB20,旖旊Μ?勲波??欤检嫕?岇偓,1899914,50,1000886,ILBAN B 72 INCH ??10,2022.06.28,10,?╉拡?勲,
2022.06.28,OR10,DB20,?レ??1899949,90,1000886,ILBAN B 72 INCH ??4,2022.06.28,4,?╉拡?勲,,
2022.06.28,OR10,DB20,旖旊Μ?勲波??欤检嫕?岇偓,1899976,130,1000886,ILBAN B 72 INCH ??10,2022.06.28,10,?╉拡?勲,
2022.06.29,OR10,DB40,?欖澕?奠儊,1900380,50,1000886,ILBAN B 72 INCH ??3,2022.06.29,3,?╉拡?勲,
2022.06.29,OR10,DB20,?滉父?办梾,1900633,980,1000886,ILBAN B 72 INCH ??5,2022.06.29,5,?╉拡?勲,
2022.06.30,OR10,DB20,觳滌晥?欖澕氩姼,1900734,50,1000886,ILBAN B 72 INCH ??5,2022.06.30,5,?╉拡?勲,
2022.06.30,OR10,DB10,?膘毎?侅偓,1900870,30,1000886,ILBAN B 72 INCH ??10,2022.06.30,10,?╉拡?勲,
2022.06.30,OR10,DB10,?膘毎?侅偓,1900921,280,1000886,ILBAN B 72 INCH ??20,2022.06.30,20,?╉拡?勲,
2022.06.30,OR10,DB20,?欖澕?办梾,1900924,60,1000886,ILBAN B 72 INCH ??6,2022.06.30,6,?╉拡?勲,
2022.06.30,OR10,DB20,(欤? ?犿潵?措Μ?岉伂,1901018,260,1000886,ILBAN B 72 INCH ??2,2022.06.30,2,?╉拡?勲,
